Player,Team,Season,Player_Address,09/11vs. NWE,09/18vs. TAM,09/25vs. BUF,10/02vs. LAR,10/06vs. SFO,10/17vs. NYJ,10/23vs. SEA,10/30vs. CAR,11/13vs. SFO,11/20vs. MIN,11/27vs. ATL,12/04vs. WAS,12/11vs. MIA,12/18vs. NOR,12/24vs. SEA,01/01vs. LAR,Player_Address,09/11vs. TAM,09/18vs. OAK,09/26vs. NOR,10/02vs. CAR,10/09vs. DEN,10/16vs. SEA,10/23vs. SDG,10/30vs. GNB,11/03vs. TAM,11/13vs. PHI,11/27vs. ARI,12/04vs. KAN,12/11vs. LAR,12/18vs. SFO,12/24vs. CAR,01/01vs. NOR,01/14vs. SEA,01/22vs. GNB,02/05vs. NWE,Player_Address,09/11vs. BUF,09/18vs. CLE,09/25vs. JAX,10/02vs. OAK,10/09vs. WAS,10/16vs. NYG,10/23vs. NYJ,11/06vs. PIT,11/10vs. CLE,11/20vs. DAL,11/27vs. CIN,12/04vs. MIA,12/12vs. NWE,12/18vs. PHI,12/25vs. PIT,01/01vs. CIN,09/11vs. BAL,09/15vs. NYJ,09/25vs. ARI,10/02vs. NWE,10/09vs. LAR,10/16vs. SFO,10/23vs. MIA,10/30vs. NWE,11/07vs. SEA,11/20vs. CIN,11/27vs. JAX,12/04vs. OAK,12/11vs. PIT,12/18vs. CLE,12/24vs. MIA,01/01vs. NYJ,Player_Address,09/08vs. DEN,09/18vs. SFO,09/25vs. MIN,10/02vs. ATL,10/10vs. TAM,10/16vs. NOR,10/30vs. ARI,11/06vs. LAR,11/13vs. KAN,11/17vs. NOR,11/27vs. OAK,12/04vs. SEA,12/11vs. SDG,12/19vs. WAS,12/24vs. ATL,01/01vs. TAM,Player_Address,09/11vs. HOU,09/19vs. PHI,09/25vs. DAL,10/02vs. DET,10/09vs. IND,10/16vs. JAX,10/20vs. GNB,10/31vs. MIN,11/13vs. TAM,11/20vs. NYG,11/27vs. TEN,12/04vs. SFO,12/11vs. DET,12/18vs. GNB,12/24vs. WAS,01/01vs. MIN,Player_Address,09/11vs. NYJ,09/18vs. PIT,09/25vs. DEN,09/29vs. MIA,10/09vs. DAL,10/16vs. NWE,10/23vs. CLE,10/30vs. WAS,11/14vs. NYG,11/20vs. BUF,11/27vs. BAL,12/04vs. PHI,12/11vs. CLE,12/18vs. PIT,12/24vs. HOU,01/01vs. BAL,Player_Address,09/11vs. PHI,09/18vs. BAL,09/25vs. MIA,10/02vs. WAS,10/09vs. NWE,10/16vs. TEN,10/23vs. CIN,10/30vs. NYJ,11/06vs. DAL,11/10vs. BAL,11/20vs. PIT,11/27vs. NYG,12/11vs. CIN,12/18vs. BUF,12/24vs. SDG,01/01vs. PIT,Player_Address,09/11vs. NYG,09/18vs. WAS,09/25vs. CHI,10/02vs. SFO,10/09vs. CIN,10/16vs. GNB,10/30vs. PHI,11/06vs. CLE,11/13vs. PIT,11/20vs. BAL,11/24vs. WAS,12/01vs. MIN,12/11vs. NYG,12/18vs. TAM,12/26vs. DET,01/01vs. PHI,01/15vs. GNB,09/08vs. CAR,09/18vs. IND,09/25vs. CIN,10/02vs. TAM,10/09vs. ATL,10/13vs. SDG,10/24vs. HOU,10/30vs. SDG,11/06vs. OAK,11/13vs. NOR,11/27vs. KAN,12/04vs. JAX,12/11vs. TEN,12/18vs. NWE,12/25vs. KAN,01/01vs. OAK,Player_Address,09/11vs. IND,09/18vs. TEN,09/25vs. GNB,10/02vs. CHI,10/09vs. PHI,10/16vs. LAR,10/23vs. WAS,10/30vs. HOU,11/06vs. MIN,11/20vs. JAX,11/24vs. MIN,12/04vs. NOR,12/11vs. CHI,12/18vs. NYG,12/26vs. DAL,01/01vs. GNB,01/07vs. SEA,Player_Address,09/11vs. JAX,09/18vs. MIN,09/25vs. DET,10/09vs. NYG,10/16vs. DAL,10/20vs. CHI,10/30vs. ATL,11/06vs. IND,11/13vs. TEN,11/20vs. WAS,11/28vs. PHI,12/04vs. HOU,12/11vs. SEA,12/18vs. CHI,12/24vs. MIN,01/01vs. DET,01/08vs. NYG,01/15vs. DAL,01/22vs. ATL,09/11vs. CHI,09/18vs. KAN,09/22vs. NWE,10/02vs. TEN,10/09vs. MIN,10/16vs. IND,10/24vs. DEN,10/30vs. DET,11/13vs. JAX,11/21vs. OAK,11/27vs. SDG,12/04vs. GNB,12/11vs. IND,12/18vs. JAX,12/24vs. CIN,01/01vs. TEN,01/07vs. OAK,01/14vs. NWE,09/11vs. DET,09/18vs. DEN,09/25vs. SDG,10/02vs. JAX,10/09vs. CHI,10/16vs. HOU,10/23vs. TEN,10/30vs. KAN,11/06vs. GNB,11/20vs. TEN,11/24vs. PIT,12/05vs. NYJ,12/11vs. HOU,12/18vs. MIN,12/24vs. OAK,01/01vs. JAX,09/11vs. GNB,09/18vs. SDG,09/25vs. BAL,10/02vs. IND,10/16vs. CHI,10/23vs. OAK,10/27vs. TEN,11/06vs. KAN,11/13vs. HOU,11/20vs. DET,11/27vs. BUF,12/04vs. DEN,12/11vs. MIN,12/18vs. HOU,12/24vs. TEN,01/01vs. IND,Player_Address,09/11vs. SDG,09/18vs. HOU,09/25vs. NYJ,10/02vs. PIT,10/16vs. OAK,10/23vs. NOR,10/30vs. IND,11/06vs. JAX,11/13vs. CAR,11/20vs. TAM,11/27vs. DEN,12/04vs. ATL,12/08vs. OAK,12/18vs. TEN,12/25vs. DEN,01/01vs. SDG,01/15vs. PIT,09/11vs. KAN,09/18vs. JAX,09/25vs. IND,10/02vs. NOR,10/09vs. OAK,10/13vs. DEN,10/23vs. ATL,10/30vs. DEN,11/06vs. TEN,11/13vs. MIA,11/27vs. HOU,12/04vs. TAM,12/11vs. CAR,12/18vs. OAK,12/24vs. CLE,01/01vs. KAN,Player_Address,09/12vs. SFO,09/18vs. SEA,09/25vs. TAM,10/02vs. ARI,10/09vs. BUF,10/16vs. DET,10/23vs. NYG,11/06vs. CAR,11/13vs. NYJ,11/20vs. MIA,11/27vs. NOR,12/04vs. NWE,12/11vs. ATL,12/15vs. SEA,12/24vs. SFO,01/01vs. ARI,Player_Address,09/11vs. SEA,09/18vs. NWE,09/25vs. CLE,09/29vs. CIN,10/09vs. TEN,10/16vs. PIT,10/23vs. BUF,11/06vs. NYJ,11/13vs. SDG,11/20vs. LAR,11/27vs. SFO,12/04vs. BAL,12/11vs. ARI,12/17vs. NYJ,12/24vs. BUF,01/01vs. NWE,01/08vs. PIT,Player_Address,09/11vs. TEN,09/18vs. GNB,09/25vs. CAR,10/03vs. NYG,10/09vs. HOU,10/23vs. PHI,10/31vs. CHI,11/06vs. DET,11/13vs. WAS,11/20vs. ARI,11/24vs. DET,12/01vs. DAL,12/11vs. JAX,12/18vs. IND,12/24vs. GNB,01/01vs. CHI,Player_Address,09/11vs. OAK,09/18vs. NYG,09/26vs. ATL,10/02vs. SDG,10/16vs. CAR,10/23vs. KAN,10/30vs. SEA,11/06vs. SFO,11/13vs. DEN,11/17vs. CAR,11/27vs. LAR,12/04vs. DET,12/11vs. TAM,12/18vs. ARI,12/24vs. TAM,01/01vs. ATL,09/11vs. ARI,09/18vs. MIA,09/22vs. HOU,10/02vs. BUF,10/09vs. CLE,10/16vs. CIN,10/23vs. PIT,10/30vs. BUF,11/13vs. SEA,11/20vs. SFO,11/27vs. NYJ,12/04vs. LAR,12/12vs. BAL,12/18vs. DEN,12/24vs. NYJ,01/01vs. MIA,01/14vs. HOU,01/22vs. PIT,02/05vs. ATL,09/11vs. DAL,09/18vs. NOR,09/25vs. WAS,10/03vs. MIN,10/09vs. GNB,10/16vs. BAL,10/23vs. LAR,11/06vs. PHI,11/14vs. CIN,11/20vs. CHI,11/27vs. CLE,12/04vs. PIT,12/11vs. DAL,12/18vs. DET,12/22vs. PHI,01/01vs. WAS,01/08vs. GNB,09/11vs. CIN,09/15vs. BUF,09/25vs. KAN,10/02vs. SEA,10/09vs. PIT,10/17vs. ARI,10/23vs. BAL,10/30vs. CLE,11/06vs. MIA,11/13vs. LAR,11/27vs. NWE,12/05vs. IND,12/11vs. SFO,12/17vs. MIA,12/24vs. NWE,01/01vs. BUF,09/11vs. NOR,09/18vs. ATL,09/25vs. TEN,10/02vs. BAL,10/09vs. SDG,10/16vs. KAN,10/23vs. JAX,10/30vs. TAM,11/06vs. DEN,11/21vs. HOU,11/27vs. CAR,12/04vs. BUF,12/08vs. KAN,12/18vs. SDG,12/24vs. IND,01/01vs. DEN,01/07vs. HOU,09/11vs. CLE,09/19vs. CHI,09/25vs. PIT,10/09vs. DET,10/16vs. WAS,10/23vs. MIN,10/30vs. DAL,11/06vs. NYG,11/13vs. ATL,11/20vs. SEA,11/28vs. GNB,12/04vs. CIN,12/11vs. WAS,12/18vs. BAL,12/22vs. NYG,01/01vs. DAL,Player_Address,09/12vs. WAS,09/18vs. CIN,09/25vs. PHI,10/02vs. KAN,10/09vs. NYJ,10/16vs. MIA,10/23vs. NWE,11/06vs. BAL,11/13vs. DAL,11/20vs. CLE,11/24vs. IND,12/04vs. NYG,12/11vs. BUF,12/18vs. CIN,12/25vs. BAL,01/01vs. CLE,01/08vs. MIA,01/15vs. KAN,01/22vs. NWE,09/11vs. MIA,09/18vs. LAR,09/25vs. SFO,10/02vs. NYJ,10/16vs. ATL,10/23vs. ARI,10/30vs. NOR,11/07vs. BUF,11/13vs. NWE,11/20vs. PHI,11/27vs. TAM,12/04vs. CAR,12/11vs. GNB,12/15vs. LAR,12/24vs. ARI,01/01vs. SFO,01/07vs. DET,01/14vs. ATL,09/12vs. LAR,09/18vs. CAR,09/25vs. SEA,10/02vs. DAL,10/06vs. ARI,10/16vs. BUF,10/23vs. TAM,11/06vs. NOR,11/13vs. ARI,11/20vs. NWE,11/27vs. MIA,12/04vs. CHI,12/11vs. NYJ,12/18vs. ATL,12/24vs. LAR,01/01vs. SEA,09/11vs. ATL,09/18vs. ARI,09/25vs. LAR,10/02vs. DEN,10/10vs. CAR,10/23vs. SFO,10/30vs. OAK,11/03vs. ATL,11/13vs. CHI,11/20vs. KAN,11/27vs. SEA,12/04vs. SDG,12/11vs. NOR,12/18vs. DAL,12/24vs. NOR,01/01vs. CAR,09/11vs. MIN,09/18vs. DET,09/25vs. OAK,10/02vs. HOU,10/09vs. MIA,10/16vs. CLE,10/23vs. IND,10/27vs. JAX,11/06vs. SDG,11/13vs. GNB,11/20vs. IND,11/27vs. CHI,12/11vs. DEN,12/18vs. KAN,12/24vs. JAX,01/01vs. HOU,09/12vs. PIT,09/18vs. DAL,09/25vs. NYG,10/02vs. CLE,10/09vs. BAL,10/16vs. PHI,10/23vs. DET,10/30vs. CIN,11/13vs. MIN,11/20vs. GNB,11/24vs. DAL,12/04vs. ARI,12/11vs. PHI,12/19vs. CAR,12/24vs. CHI,01/01vs. NYG
Jacquies Smith,tam,2016,,,,,,,,,,,,,,,,,,/players/S/SmitJa01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Smith,tam,2016,,,,,,,,,,,,,,,,,,/players/S/SmitRy00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: hand,Questionable: hand,Questionable: hand,,,,,,,,,Questionable: shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Spence,tam,2016,,,,,,,,,,,,,,,,,,/players/S/SpenNo00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Stocker,tam,2016,,,,,,,,,,,,,,,,,,/players/S/StocLu00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: back,,Out: ankle,Out: ankle,Doubtful: ankle,Questionable: ankle,,,,Questionable: ankle,Questionable: ankle,,Out: ankle,Questionable: ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Sweezy,tam,2016,,,,,,,,,,,,,,,,,,/players/S/SweeJ.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Tandy,tam,2016,,,,,,,,,,,,,,,,,,/players/T/TandKe00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: calf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adarius Taylor,tam,2016,,,,,,,,,,,,,,,,,,/players/G/GlanAd00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alterraun Verner,tam,2016,,,,,,,,,,,,,,,,,,/players/V/VernAl99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: not injury related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehdi Abdesmad,oti,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/players/A/AbdeMe00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Injured Reserve: Ankle,,,,,,,,,,,,,,,,
Jace Amaro,oti,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/players/A/AmarJa00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bass,oti,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/players/B/BassDa00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: groin,,,,,,,,,,,,,,,,,,
Jurrell Casey,oti,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/players/C/CaseJu00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: foot,Questionable: foot,,,,,,,,,,,,,,,,,,
Kevin Dodd,oti,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/players/D/DoddKe00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questionable: foot,,,,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,,,,,,,,,,,,,,,,
